numero_onu,classificacao_onu,proper_shipping_name
3278,6.1,"Organophosphorus compound, toxic, liquid, n.o.s."
3279,6.1,"Organophosphorus compound, toxic, flammable, n.o.s."
3280,6.1,"Organoarsenic compound, n.o.s."
3281,6.1,"Metal carbonyls, liquid, n.o.s."
3282,6.1,"Organometallic compound, toxic, liquid, n.o.s."
3283,6.1,"Selenium compound, solid, n.o.s."
3284,6.1,"Tellurium compound, solid, n.o.s."
3285,6.1,"Vanadium compound, n.o.s."
3286,3,"Flammable liquid, toxic, corrosive, n.o.s."
3287,6.1,"Toxic liquid, inorganic, n.o.s. or Toxic liquid, inorganic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B"
3288,6.1,"Toxic solid, inorganic, n.o.s."
3289,6.1,"Toxic liquid, corrosive, inorganic, n.o.s. or Toxic liquid, corrosive, inorganic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B"
3290,6.1,"Toxic solid, corrosive, inorganic, n.o.s."
3291,6.2,"Clinical waste, unspecified, n.o.s. or (Bio)medical waste, n.o.s. or Regulated medical waste, n.o.s"
3292,4.3,"Batteries, containing sodium or Cells, containing sodium"
3293,6.1,"Hydrazine, aqueous solution with not more than 37 percent hydrazine, by mass"
3294,6.1,"Hydrogen cyanide, solution in alcohol with not more than 45 percent hydrogen cyanide"
3295,3,"Hydrocarbons, liquid, n.o.s."
3296,2.2,Heptafluoropropane or Refrigerant gas R 227
3297,2.2,Ethylene oxide and chlorotetrafluoroethane mixture with not more than 8.8 percent ethylene oxide
3298,2.2,Ethylene oxide and pentafluoroethane mixture with not more than 7.9 percent ethylene oxide
3299,2.2,Ethylene oxide and tetrafluoroethane mixture with not more than 5.6 percent ethylene oxide
3300,2.3,Ethylene oxide and carbon dioxide mixture with more than 87 percent ethylene oxide
3301,8,"Corrosive liquid, self-heating, n.o.s."
3302,6.1,2-Dimethylaminoethyl acrylate
3303,2.3,"Compressed gas, toxic, oxidising, n.o.s."
3304,2.3,"Compressed gas, toxic, corrosive, n.o.s."
3305,2.3,"Compressed gas, toxic, flammable, corrosive, n.o.s."
3306,2.3,"Compressed gas, toxic, oxidising, corrosive, n.o.s."
3307,2.3,"Liquefied gas, toxic, oxidising, n.o.s."
3308,2.3,"Liquefied gas, toxic, corrosive, n.o.s."
3309,2.3,"Liquefied gas, toxic, flammable, corrosive, n.o.s."
3310,2.3,"Liquefied gas, toxic, oxidising, corrosive, n.o.s."
3311,2.2,"Gas, refrigerated liquid, oxidising, n.o.s."
3312,2.1,"Gas, refrigerated liquid, flammable, n.o.s."
3313,4.2,"Organic pigments, self-heating"
3314,9,"Plastics moulding compound in dough, sheet or extruded rope form evolving flammable vapour"
3315,6.1,"Chemical sample, toxic"
3316,9,Chemical kit or First Aid kit containing dangerous goods
3317,4.1,"2-Amino-4,6-dinitrophenol, wetted, with not less than 20% water by mass"
3318,2.3,"Ammonia solution, relative density less than 0.880 at 15 °C in water, with more than 50% ammonia"
3319,4.1,"Nitroglycerin mixture, desensitized, solid, n.o.s., with more than 2% but not more than 10% nitroglycerin, by mass"
3320,8,"Sodium borohydride and sodium hydroxide solution, with not more than 12% sodium borohydride and not more than 20% sodium hydroxide, by mass"
3321,7,"Radioactive material, low specific activity (LSA-II), non-fissile or fissile excepted"
3322,7,"Radioactive material, low specific activity (LSA-III), non-fissile or fissile excepted"
3323,7,"Radioactive material, Type C package, non-fissile or fissile excepted"
3324,7,"Radioactive material, low specific activity (LSA-II), fissile"
3325,7,"Radioactive material, low specific activity (LSA-III), fissile"
3326,7,"Radioactive material, surface contaminated objects (SCO-I or SCO-II), fissile"
3327,7,"Radioactive material, Type A package, fissile, non-special form"
3328,7,"Radioactive material, Type B (U) package, fissile"
3329,7,"Radioactive material, Type B (M) package, fissile"
3330,7,"Radioactive material, Type C package, fissile"
3331,7,"Radioactive material, transported under special arrangements, fissile"
3332,7,"Radioactive material, Type A package, special form, non-fissile or fissile excepted"
3333,7,"Radioactive material, Type A package, special form, fissile"
3334,9,"Aviation regulated liquid, n.o.s."
3335,9,"Aviation regulated solid, n.o.s."
3336,3,"Mercaptans, liquid, flammable, n.o.s. or Mercaptan mixture, liquid, flammable, n.o.s."
3337,2.2,Refrigerant gas R404A
3338,2.2,Refrigerant gas R407A
3339,2.2,Refrigerant gas R407B
3340,2.2,Refrigerant gas R407C
3341,4.2,Thiourea dioxide
3342,4.2,Xanthates
3343,3,"Nitroglycerin mixture, desensitized, liquid, flammable, n.o.s., with not more than 30% nitroglycerin by mass"
3344,4.1,"Pentaerythritol tetranitrate mixture, desensitized, solid, n.o.s., with more than 10% but not more than 20% PETN by mass"
3345,6.1,"Phenoxyacetic acid derivative pesticide, solid, toxic"
3346,3,"Phenoxyacetic acid derivative pesticide, liquid, flammable, toxic flash point less than 23 °C"
3347,6.1,"Phenoxyacetic acid derivative pesticide, liquid, toxic, flammable flash point 23 °C or more"
3348,6.1,"Phenoxyacetic acid derivative pesticide, liquid, toxic"
3349,6.1,"Pyrethroid pesticide, solid, toxic"
3350,3,"Pyrethroid pesticide, liquid, flammable, toxic flash point less than 23 °C"
3351,6.1,"Pyrethroid pesticide, liquid, toxic, flammable flash point 23 °C or more"
3352,6.1,"Pyrethroid pesticide, liquid, toxic"
3353,9,"(UN No. no longer in use) Air bag inflators or Air bag modules or Seat belt pretensioners, compressed gas (UN No. no longer in use)[1][2]"
3354,2.1,"Insecticide gas, flammable, n.o.s."
3355,2.3,"Insecticide gas, toxic, flammable, n.o.s."
3356,5.1,"Oxygen generator, chemical"
3357,3,"Nitroglycerin mixture, desensitized, liquid, n.o.s., with not more than 30% nitroglycerin by mass"
3358,2.1,"Refrigerating machines, containing flammable, non-toxic, liquefied gas"
3359,9,Fumigated unit
3360,4.1,"Fibres, vegetable, dry"
3361,6.1,"Chlorosilanes, toxic, corrosive, n.o.s."
3362,6.1,"Chlorosilanes, toxic, corrosive, flammable, n.o.s."
3363,9,Dangerous goods in machinery or Dangerous goods in apparatus
3364,4.1,"Trinitrophenol (Picric acid), wetted, with not less than 10% water by mass"
3365,4.1,"Trinitrochlorobenzene (Picryl chloride), wetted, with not less than 10% water by mass"
3366,4.1,"Trinitrotoluene (TNT), wetted, with not less than 10% water by mass"
3367,4.1,"Trinitrobenzene, wetted, with not less than 10% water by mass"
3368,4.1,"Trinitrobenzoic acid, wetted, with not less than 10% water by mass"
3369,4.1,"Sodium dinitro-o-cresolate, wetted, with not less than 10% water by mass"
3370,4.1,"Urea nitrate, wetted, with not less than 10% water by mass"
3371,3,2-Methylbutanal
3372,(4.3),"(UN No. no longer in use) Organometallic compound, solid, water reactive, flammable, n.o.s (UN No. no longer in use)[3]"
3373,6.2,"Biological substance, Category B"
3374,2.1,"Acetylene, solvent free"
3375,5.1,Ammonium nitrate emulsion or suspension or gel
3376,4.1,"4-Nitrophenylhydrazine, with not less than 30% water by mass"
3377,5.1,Sodium perborate monohydrate
3378,5.1,Sodium carbonate peroxyhydrate
3379,3,"Desensitized explosive, liquid, n.o.s."
3380,4.1,"Desensitized explosive, solid, n.o.s."
3381,6.1,"Toxic by inhalation liquid, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50"
3382,6.1,"Toxic by inhalation liquid, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50"
3383,6.1,"Toxic by inhalation liquid, flammable, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50"
3384,6.1,"Toxic by inhalation liquid, flammable, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50"
3385,6.1,"Toxic by inhalation liquid, water-reactive, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50"
3386,6.1,"Toxic by inhalation liquid, water-reactive, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50"
3387,6.1,"Toxic by inhalation liquid, oxidising, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50"
3388,6.1,"Toxic by inhalation liquid, oxidising, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50"
3389,6.1,"Toxic by inhalation liquid, corrosive, n.o.s. with an inhalation toxicity lower than or equal to 200ml/m3 and saturated vapour concentration greater than or equal to 500 LC50"
3390,6.1,"Toxic by inhalation liquid, corrosive, n.o.s. with an inhalation toxicity lower than or equal to 1000ml/m3 and saturated vapour concentration greater than or equal to 10 LC50"
3391,4.2,"Organometallic substance, solid, pyrophoric"
3392,4.2,"Organometallic substance, liquid, pyrophoric"
3393,4.2,"Organometallic substance, solid, pyrophoric, water-reactive"
3394,4.2,"Organometallic substance, liquid, pyrophoric, water-reactive"
3395,4.3,"Organometallic substance, solid, water-reactive"
3396,4.3,"Organometallic substance, solid, water-reactive, flammable"
3397,4.3,"Organometallic substance, solid, water-reactive, self-heating"
3398,4.3,"Organometallic substance, liquid, water-reactive"
3399,4.3,"Organometallic substance, liquid, water-reactive, flammable"
3400,4.3,"Organometallic substance, liquid, water-reactive, self-heating"
3401,4.3,"Alkali metal amalgam, solid"
3402,4.3,"Alkaline earth metal amalgam, solid"
3403,4.3,"Potassium metal alloys, solid"
3404,4.3,"Potassium sodium alloys, solid"
3405,5.1,Barium chlorate solution
3406,5.1,Barium perchlorate solution
3407,5.1,Chlorate and magnesium chloride mixture solution
3408,5.1,Lead perchlorate solution
3409,6.1,"Chloronitrobenzenes, liquid"
3410,6.1,4-Chloro-o-toluidine hydrochloride solution
3411,6.1,beta-Naphthylamine solution
3412,8,"Formic acid a. with not less than 10% but not more than 85% acid by mass, or, b. with not less than 5% but not more than 10% acid by mass"
3413,6.1,Potassium cyanide solution
3414,6.1,Sodium cyanide solution
3415,6.1,Sodium fluoride solution
3416,6.1,"Chloroacetophenone, liquid"
3417,6.1,Xylyl bromide solution
3418,6.1,"2,4-Toluylenediamine solution"
3419,8,"Boron trifluoride-acetic acid complex, solid"
3420,8,"Boron trifluoride-propionic acid complex, solid"
3421,8,Potassium hydrogen difluoride solution
3422,6.1,Potassium fluoride solution
3423,8,"Tetramethylammonium hydroxide, solid"
3424,6.1,Ammonium dinitro-o-cresolate solution
3425,8,"Bromoacetic acid, solid"
3426,6.1,Acrylamide solution
3427,6.1,"Chlorobenzyl chlorides, solid"
3428,6.1,"3-Chloro-4-methylphenyl isocyanate, solid"
3429,6.1,"Chlorotoluidines, liquid"
3430,6.1,"Xylenols, liquid"
3431,6.1,"Nitrobenzotrifluorides, solid"
3432,9,"Polychlorinated biphenyls, solid"
3433,(4.2),"(UN No. no longer in use) Lithium alkyls, solid (UN No. no longer in use)[1]"
3434,6.1,"Nitrocresols, liquid"
3435,(6.1),(UN No. no longer in use) Hydroquinone solution (UN No. no longer in use)[2]
3436,6.1,"Hexafluoroacetone hydrate, solid"
3437,6.1,"Chlorocresols, solid"
3438,6.1,"alpha-Methylbenzyl alcohol, solid"
3439,6.1,"Nitriles, solid, toxic, n.o.s."
3440,6.1,"Selenium compound, liquid, n.o.s."
3441,6.1,"Chlorodinitrobenzenes, solid"
3442,6.1,"Dichloroanilines, solid"
3443,6.1,"Dinitrobenzenes, solid"
3444,6.1,"Nicotine hydrochloride, solid"
3445,6.1,"Nicotine sulphate, solid"
3446,6.1,"Nitrotoluenes, solid"
3447,6.1,"Nitroxylenes, solid"
3448,6.1,"Tear gas substance, solid, n.o.s."
3449,6.1,"Bromobenzyl cyanides, solid"
3450,6.1,"Diphenylchloroarsine, solid"
3451,6.1,"Toluidines, solid"
3452,6.1,"Xylidines, solid"
3453,8,"Phosphoric acid, solid"
3454,6.1,"Dinitrotoluenes, solid"
3455,6.1,"Cresols, solid"
3456,8,"Nitrosylsulphuric acid, solid"
3457,6.1,"Chloronitrotoluenes, solid"
3458,6.1,"Nitroanisoles, solid"
3459,6.1,"Nitrobromobenzenes, solid"
3460,6.1,"N-Ethylbenzyltoluidines, solid"
3461,(4.2),"(UN No. no longer in use) Aluminium alkyl halides, solid (UN No. no longer in use)[2]"
3462,6.1,"Toxins extracted from living sources, solid, n.o.s."
3463,8,Propionic acid with not less than 90% acid by mass
3464,6.1,"Organophosphorus compound, toxic, solid, n.o.s."
3465,6.1,"Organoarsenic compound, solid, n.o.s."
3466,6.1,"Metal carbonyls, solid, n.o.s."
3467,6.1,"Organometallic compound, toxic, solid, n.o.s."
3468,2.1,Hydrogen in metal hydride storage system
3469,3,"Paint, flammable, corrosive or Paint related material, flammable, corrosive"
3470,8,"Paint, corrosive, flammable or Paint related material, corrosive, flammable"
3471,8,"Hydrogen difluorides solution, n.o.s."
3472,8,"Crotonic acid, liquid"
3473,3,"Fuel cell cartridges, or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing flammable liquids"
3474,4.1,"1-Hydroxybenzotriazole, anhydrous, wetted with not less than 20% water, by mass"
3475,3,"Ethanol and gasoline mixture or ethanol and motor spirit mixture or ethanol and petrol mixture, with more than 10% ethanol"
3476,4.3,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing water-reactive substances"
3477,8,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing corrosive substances"
3478,2.1,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing liquefied flammable gas"
3479,2.1,"Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment, containing hydrogen in metal hydride"
3480,9,Lithium-ion batteries (including lithium-ion polymer batteries)
3481,9,Lithium-ion batteries contained in equipment or lithium-ion batteries packed with equipment (including lithium-ion polymer batteries)
3482,4.3,"Alkali metal dispersion, flammable or alkaline earth metal dispersion, flammable"
3483,6.1,"Motor fuel anti-knock mixture, flammable"
3484,8,"Hydrazine aqueous solution, flammable with more than 37% hydrazine, by mass"
3485,5.1,"Calcium hypochlorite, dry, corrosive or Calcium hypochlorite mixture, dry, corrosive with more than 39% available chlorine (8.8% available oxygen)"
3486,5.1,"Calcium hypochlorite mixture, dry, corrosive with more than 10% but not more than 39% available chlorine"
3487,5.1,"Calcium hypochlorite, hydrated, corrosive or Calcium hypochlorite mixture, hydrated, corrosive with not less than 5.5% but not more than 16% water"
3488,6.1,"Toxic by inhalation liquid, flammable, corrosive, N.O.S. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapour concentration greater than or equal to 500 LC50"
3489,6.1,"Toxic by inhalation liquid, flammable, corrosive, N.O.S. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapour concentration greater than or equal to 10 LC50"
3490,6.1,"Toxic by inhalation liquid, water reactive, flammable, N.O.S. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapour concentration greater than or equal to 500 LC50"
3491,6.1,"Toxic by inhalation liquid, water reactive, flammable, N.O.S. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapour concentration greater than or equal to 10 LC50"
3492,6.1,"(UN No. no longer in use) Toxic by inhalation liquid, corrosive, flammable, N.O.S. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapour concentration greater than or equal to 500 LC50 (UN No. no longer in use)[3]"
3493,6.1,"(UN No. no longer in use) Toxic by inhalation liquid, corrosive, flammable, N.O.S. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapour concentration greater than or equal to 10 LC50 (UN No. no longer in use)[4]"
3494,3,"Petroleum sour crude oil, flammable, toxic"
3495,8,Iodine
3496,9,"Batteries, nickel-metal hydride"
3497,4.2,Krill meal
3498,8,"Iodine Monochloride, liquid"
3499,9,"Capacitor, electric double layer (with an energy storage capacity greater than 0.3 Wh)"
3500,2.2,"Chemical under Pressure, N.O.S."
3501,2.1,"Chemical under pressure, flammable, not otherwise specified"
3502,2.2,"Chemical under pressure, toxic, not otherwise specified"
3503,2.2,"Chemical under pressure, corrosive, not otherwise specified"
3504,2.1,"Chemical under pressure, flammable, toxic, not otherwise specified"
3505,2.1,"Chemical under pressure, flammable, corrosive, not otherwise specified"
3506,8,Mercury contained in manufactured articles
3507,6.1,"Uranium hexafluoride, radioactive material, excepted package, less than 0.1 kg per package, non-fissile or fissile excepted"
3508,9,"Capacitor, asymmetric, electric double layer (with an energy storage capacity greater than 0.3 Wh)"
3509,9,"Packaging, discarded, empty, uncleaned"
3510,2.1,"Adsorbed gas, flammable, not otherwise specified"
3511,2.2,"Adsorbed gas, not otherwise specified"
3512,2.3,"Adsorbed gas, toxic, not otherwise specified"
3513,2.2,"Adsorbed gas, oxidizing, not otherwise specified"
3514,2.3,"Adsorbed gas, toxic, flammable, not otherwise specified"
3515,2.3,"Adsorbed gas, toxic, oxidizing, not otherwise specified"
3516,2.3,"Adsorbed gas, toxic, corrosive, not otherwise specified"
3517,2.3,"Adsorbed gas, toxic, flammable, corrosive, not otherwise specified"
3518,2.3,"Adsorbed gas, toxic, oxidizing, corrosive, not otherwise specified"
3519,2.3,"Boron trifluoride, adsorbed"
3520,2.3,"Chlorine, adsorbed"
3521,2.3,"Silicon tetrafluoride, adsorbed"
3522,2.3,"Arsine, adsorbed"
3523,2.3,"Germane, adsorbed"
3524,2.3,"Phosphorus pentafluoride, adsorbed"
3525,2.3,"Phosphine, adsorbed"
3526,2.3,"Hydrogen selenide, adsorbed"
3527,4.1,"Polyester resin kit, solid base material"
3528,3,"Engine, internal combustion, flammable liquid powered or engine, fuel cell, flammable liquid powered or machinery, internal combustion, flammable liquid powered or machinery, fuel cell, flammable liquid powered"
3529,2.1,"Engine, internal combustion, flammable gas powered or engine, fuel cell, flammable gas powered or machinery, internal combustion, flammable gas powered or machinery, fuel cell, flammable gas powered"
3530,9,"Engine, internal combustion or machinery, internal combustion"
3531,4.1,"Polymerizing substance, solid, stabilized, not otherwise specified"
3532,4.1,"Polymerizing substance, liquid, stabilized, not otherwise specified"
3533,4.1,"Polymerizing substance, solid, stabilized, temperature controlled, not otherwise specified"
3534,4.1,"Polymerizing substance, liquid, stabilized, temperature controlled, not otherwise specified"
3535,6.1,"Toxic solid, flammable, inorganic, not otherwise specified"
3536,9,Lithium batteries installed in cargo transport unit lithium ion batteries or lithium metal batteries
3537,2.1,"Articles containing flammable gas, not otherwise specified"
3538,2.2,"Articles containing non-flammable, non toxic gas, not otherwise specified"
3539,2.3,"Articles containing toxic gas, not otherwise specified"
3540,3,"Articles containing flammable liquid, not otherwise specified"
3541,4.1,"Articles containing flammable solid, not otherwise specified"
3542,4.2,"Articles containing a substance liable to spontaneous combustion, not otherwise specified"
3543,4.3,"Articles containing a substance which emits flammable gas in contact with water, not otherwise specified"
3544,5.1,"Articles containing oxidizing substance, not otherwise specified"
3545,5.2,"Articles containing organic peroxide, not otherwise specified"
3546,6.1,"Articles containing toxic substance, not otherwise specified"
3547,8,"Articles containing corrosive substance, not otherwise specified"
3548,9,"Articles containing miscellaneous dangerous goods, not otherwise specified"
3549,6.2,"Medical waste, category A, affecting humans, solid or Medical waste, category A, affecting animals only, solid"
3550,6.1,"Cobalt dihydroxide powder, containing not less than 10 % respirable particles"
3551,9,Sodium ion batteries with organic electrolyte
3552,9,"Sodium ion batteries contained in equipment or sodium ion batteries packed with equipment, with organic electrolyte"
3553,2.1,Disilane
3554,8,Gallium contained in manufactured articles
3555,3,"Trifluoromethyltetrazole-sodium salt in acetone, with not less than 68 % acetone, by mass"
3556,9,"Vehicle, lithium-ion battery powered"
3557,9,"Vehicle, lithium metal battery powered"
3558,9,"Vehicle, sodium ion battery powered"
3559,9,Fire suppressant dispersing devices†
3560,6.1,Tetramethylammonium hydroxide aqueous solution with not less than 25 % tetramethylammonium hydroxide
3561,-,(UN No.s not yet in use)
