numero_onu,classificacao_onu,grupo_embalagem,descricao
2788,6.1,I,"ORGANISCHE ZINNVERBINDUNG, FLÜSSIG, N.A.G."
2788,6.1,II,"ORGANISCHE ZINNVERBINDUNG, FLÜSSIG, N.A.G."
2788,6.1,III,"ORGANISCHE ZINNVERBINDUNG, FLÜSSIG, N.A.G."
2789,8,II,"EISESSIG oder ESSIGSÄURE, LÖSUNG mit mehr als 80 Masse-% Säure"
2790,8,II,"ESSIGSÄURE, LÖSUNG mit mindestens 50 Masse-% und höchstens 80 Masse-% Säure"
2790,8,III,"ESSIGSÄURE, LÖSUNG mit mehr als 10 Masse-%, aber weniger als 50 Masse-% Säure"
2793,4.2,III,"METALLISCHES EISEN als BOHRSPÄNE, FRÄSSPÄNE, DREHSPÄNE, ABFÄLLE in selbsterhitzungsfähiger Form"
2794,8,,"BATTERIEN (AKKUMULATOREN), NASS, GEFÜLLT MIT SÄURE, elektrische Sammler"
2795,8,,"BATTERIEN (AKKUMULATOREN), NASS, GEFÜLLT MIT ALKALIEN, elektrische Sammler"
2796,8,II,"SCHWEFELSÄURE mit höchstens 51 % Säure oder BATTERIEFLÜSSIGKEIT, SAUER"
2797,8,II,"BATTERIEFLÜSSIGKEIT, ALKALISCH"
2798,8,II,PHENYLPHOSPHORDICHLORID
2799,8,II,PHENYLPHOSPHORTHIODICHLORID
2800,8,,"BATTERIEN (AKKUMULATOREN), NASS, AUSLAUFSICHER, elektrische Sammler"
2801,8,I,"FARBSTOFF, FLÜSSIG, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FLÜSSIG, ÄTZEND, N.A.G."
2801,8,II,"FARBSTOFF, FLÜSSIG, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FLÜSSIG, ÄTZEND, N.A.G."
2801,8,III,"FARBSTOFF, FLÜSSIG, ÄTZEND, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FLÜSSIG, ÄTZEND, N.A.G."
2802,8,III,KUPFERCHLORID
2803,8,III,GALLIUM
2805,4.3,II,"LITHIUMHYDRID, GESCHMOLZEN UND ERSTARRT"
2806,4.3,I,LITHIUMNITRID
2807,9,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,Magnetisierte Stoffe
2809,8,III,QUECKSILBER
2810,6.1,I,"GIFTIGER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
2810,6.1,II,"GIFTIGER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
2810,6.1,III,"GIFTIGER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
2811,6.1,I,"GIFTIGER ORGANISCHER FESTER STOFF, N.A.G."
2811,6.1,II,"GIFTIGER ORGANISCHER FESTER STOFF, N.A.G."
2811,6.1,III,"GIFTIGER ORGANISCHER FESTER STOFF, N.A.G."
2812,8,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Natriumaluminat, fest"
2813,4.3,I,"MIT WASSER REAGIERENDER FESTER STOFF, N.A.G."
2813,4.3,II,"MIT WASSER REAGIERENDER FESTER STOFF, N.A.G."
2813,4.3,III,"MIT WASSER REAGIERENDER FESTER STOFF, N.A.G."
2814,6.2,,"ANSTECKUNGSGEFÄHRLICHER STOFF, GEFÄHRLICH FÜR MENSCHEN"
2814,6.2,,"ANSTECKUNGSGEFÄHRLICHER STOFF, GEFÄHRLICH FÜR MENSCHEN, in tiefgekühlt verflüssigtem Stickstoff"
2814,6.2,,"ANSTECKUNGSGEFÄHRLICHER STOFF, GEFÄHRLICH FÜR MENSCHEN (nur tierische Stoffe)"
2815,8,III,N-AMINOETHYLPIPERAZIN
2817,8,II,"AMMONIUMHYDROGENDIFLUORID, LÖSUNG"
2817,8,III,"AMMONIUMHYDROGENDIFLUORID, LÖSUNG"
2818,8,II,"AMMONIUMPOLYSULFID, LÖSUNG"
2818,8,III,"AMMONIUMPOLYSULFID, LÖSUNG"
2819,8,III,AMYLPHOSPHAT
2820,8,III,BUTTERSÄURE
2821,6.1,II,"PHENOL, LÖSUNG"
2821,6.1,III,"PHENOL, LÖSUNG"
2822,6.1,II,2-CHLORPYRIDIN
2823,8,III,"CROTONSÄURE, FEST"
2826,8,II,ETHYLCHLORTHIOFORMIAT
2829,8,III,CAPRONSÄURE
2830,4.3,II,LITHIUMFERROSILICID
2831,6.1,III,"1,1,1-TRICHLORETHAN"
2834,8,III,PHOSPHORIGE SÄURE
2835,4.3,II,NATRIUMALUMINIUMHYDRID
2837,8,II,"HYDROGENSULFATE, WÄSSERIGE LÖSUNG"
2837,8,III,"HYDROGENSULFATE, WÄSSERIGE LÖSUNG"
2838,3,II,"VINYLBUTYRAT, STABILISIERT"
2839,6.1,II,ALDOL (3HYDROXYBUTYRALDEHYD)
2840,3,III,BUTYRALDOXIM
2841,3,III,DI-n-AMYLAMIN
2842,3,III,NITROETHAN
2844,4.3,III,CALCIUMMANGANSILICIUM
2845,4.2,I,"PYROPHORER ORGANISCHER FLÜSSIGER STOFF, N.A.G."
2846,4.2,I,"PYROPHORER ORGANISCHER FESTER STOFF, N.A.G."
2849,6.1,III,3-CHLORPROPAN-1-OL
2850,3,III,TETRAPROPYLEN (PROPYLENTETRAMER)
2851,8,II,BORTRIFLUORID-DIHYDRAT
2852,4.1,I,"DIPIKRYLSULFID, ANGEFEUCHTET mit mindestens 10 Masse-% Wasser"
2853,6.1,III,MAGNESIUMFLUOROSILICAT
2854,6.1,III,AMMONIUMFLUOROSILICAT
2855,6.1,III,ZINKFLUOROSILICAT
2856,6.1,III,"FLUOROSILICATE, N.A.G."
2857,2,,"KÄLTEMASCHINEN mit nicht entzündbaren, nicht giftigen Gasen oder Ammoniaklösungen (UN 2672)"
2858,4.1,III,"ZIRKONIUM, TROCKEN, gerollter Draht, fertige Bleche, Streifen (dünner als 254 μm, aber nicht dünner als 18 μm)"
2859,6.1,II,AMMONIUMMETAVANADAT
2861,6.1,II,AMMONIUMPOLYVANADAT
2862,6.1,III,"VANADIUMPENTOXID, nicht geschmolzen"
2863,6.1,II,NATRIUMAMMONIUMVANADAT
2864,6.1,II,KALIUMMETAVANADAT
2865,8,III,HYDROXYLAMINSULFAT
2869,8,II,"TITANTRICHLORID, GEMISCH"
2869,8,III,"TITANTRICHLORID, GEMISCH"
2870,4.2,I,ALUMINIUMBORHYDRID
2870,4.2,I,ALUMINIUMBORHYDRID IN GERÄTEN
2871,6.1,III,ANTIMON-PULVER
2872,6.1,II,DIBROMCHLORPROPANE
2872,6.1,III,DIBROMCHLORPROPANE
2873,6.1,III,DIBUTYLAMINOETHANOL
2874,6.1,III,FURFURYLALKOHOL
2875,6.1,III,HEXACHLOROPHEN
2876,6.1,III,RESORCINOL
2878,4.1,III,TITANSCHWAMMGRANULATE oder TITAN-SCHWAMMPULVER
2879,8,I,SELENOXYCHLORID
2880,5.1,II,"CALCIUMHYPOCHLORIT, HYDRATISIERT oder CALCIUMHYPOCHLORIT, HYDRATISIERTE MISCHUNG mit mindestens 5,5 %, aber höchstens 16 % Wasser"
2880,5.1,III,"CALCIUMHYPOCHLORIT, HYDRATISIERT oder CALCIUMHYPOCHLORIT, HYDRATISIERTE MISCHUNG mit mindestens 5,5 %, aber höchstens 16 % Wasser"
2881,4.2,I,"METALLKATALYSATOR, TROCKEN"
2881,4.2,II,"METALLKATALYSATOR, TROCKEN"
2881,4.2,III,"METALLKATALYSATOR, TROCKEN"
2900,6.2,,"ANSTECKUNGSGEFÄHRLICHER STOFF, nur GEFÄHRLICH FÜR TIERE"
2900,6.2,,"ANSTECKUNGSGEFÄHRLICHER STOFF, nur GEFÄHRLICH FÜR TIERE, in tiefgekühlt verflüssigtem Stickstoff"
2900,6.2,,"ANSTECKUNGSGEFÄHRLICHER STOFF, nur GEFÄHRLICH FÜR TIERE (nur tierische Stoffe)"
2901,2,,BROMCHLORID
2902,6.1,I,"PESTIZID, FLÜSSIG, GIFTIG, N.A.G."
2902,6.1,II,"PESTIZID, FLÜSSIG, GIFTIG, N.A.G."
2902,6.1,III,"PESTIZID, FLÜSSIG, GIFTIG, N.A.G."
2903,6.1,I,"PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, N.A.G., mit einem Flammpunkt von 23 °C oder darüber"
2903,6.1,II,"PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, N.A.G., mit einem Flammpunkt von 23 °C oder darüber"
2903,6.1,III,"PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, N.A.G., mit einem Flammpunkt von 23 °C oder darüber"
2904,8,III,"CHLORPHENOLATE, FLÜSSIG oder PHENOLATE, FLÜSSIG"
2905,8,III,"CHLORPHENOLATE, FEST oder PHENOLATE, FEST"
2907,4.1,II,"ISOSORBIDDINITRAT, MISCHUNG mit mindestens 60 % Lactose, Mannose, Stärke oder Calciumhydrogenphosphat"
2908,7,,"RADIOAKTIVE STOFFE, FREIGESTELLTES VERSANDSTÜCK - LEERE VERPACKUNG"
2909,7,,"RADIOAKTIVE STOFFE, FREIGESTELLTES VERSANDSTÜCK FABRIKATE AUS NATÜRLICHEM URAN oder AUS ABGEREICHERTEM URAN oder AUS NATÜRLICHEM THORIUM"
2910,7,,"RADIOAKTIVE STOFFE, FREIGESTELLTES VERSANDSTÜCK BEGRENZTE STOFFMENGE"
2911,7,,"RADIOAKTIVE STOFFE, FREIGESTELLTES VERSANDSTÜCK INSTRUMENTE oder FABRIKATE"
2912,7,,"RADIOAKTIVE STOFFE MIT GERINGER SPEZIFISCHER AKTIVITÄT (LSA-I), nicht spaltbar oder spaltbar, freigestellt"
2913,7,,"RADIOAKTIVE STOFFE, OBERFLÄCHENKONTAMINIERTE GEGENSTÄNDE (SCO-I, SCO-II oder SCO-III), nicht spaltbar oder spaltbar, freigestellt"
2915,7,,"RADIOAKTIVE STOFFE, TYP A-VERSANDSTÜCK, nicht in besonderer Form, nicht spaltbar oder spaltbar, freigestellt"
2916,7,,"RADIOAKTIVE STOFFE, TYP B(U)-VERSANDSTÜCK, nicht spaltbar oder spaltbar, freigestellt"
2917,7,,"RADIOAKTIVE STOFFE, TYP B(M)-VERSANDSTÜCK, nicht spaltbar oder spaltbar, freigestellt"
2919,7,,"RADIOAKTIVE STOFFE, UNTER SONDERVEREINBARUNG BEFÖRDERT, nicht spaltbar oder spaltbar, freigestellt"
2920,8,I,"ÄTZENDER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G."
2920,8,II,"ÄTZENDER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G."
2921,8,I,"ÄTZENDER FESTER STOFF, ENTZÜNDBAR, N.A.G."
2921,8,II,"ÄTZENDER FESTER STOFF, ENTZÜNDBAR, N.A.G."
2922,8,I,"ÄTZENDER FLÜSSIGER STOFF, GIFTIG, N.A.G."
2922,8,II,"ÄTZENDER FLÜSSIGER STOFF, GIFTIG, N.A.G."
2922,8,III,"ÄTZENDER FLÜSSIGER STOFF, GIFTIG, N.A.G."
2923,8,I,"ÄTZENDER FESTER STOFF, GIFTIG, N.A.G."
2923,8,II,"ÄTZENDER FESTER STOFF, GIFTIG, N.A.G."
2923,8,III,"ÄTZENDER FESTER STOFF, GIFTIG, N.A.G."
2924,3,I,"ENTZÜNDBARER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
2924,3,II,"ENTZÜNDBARER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
2924,3,III,"ENTZÜNDBARER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
2925,4.1,II,"ENTZÜNDBARER ORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
2925,4.1,III,"ENTZÜNDBARER ORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
2926,4.1,II,"ENTZÜNDBARER ORGANISCHER FESTER STOFF, GIFTIG, N.A.G."
2926,4.1,III,"ENTZÜNDBARER ORGANISCHER FESTER STOFF, GIFTIG, N.A.G."
2927,6.1,I,"GIFTIGER ORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
2927,6.1,II,"GIFTIGER ORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G."
2928,6.1,I,"GIFTIGER ORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
2928,6.1,II,"GIFTIGER ORGANISCHER FESTER STOFF, ÄTZEND, N.A.G."
2929,6.1,I,"GIFTIGER ORGANISCHER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G."
2929,6.1,II,"GIFTIGER ORGANISCHER FLÜSSIGER STOFF, ENTZÜNDBAR, N.A.G."
2930,6.1,I,"GIFTIGER ORGANISCHER FESTER STOFF, ENTZÜNDBAR, N.A.G."
2930,6.1,II,"GIFTIGER ORGANISCHER FESTER STOFF, ENTZÜNDBAR, N.A.G."
2931,6.1,II,VANADYLSULFAT
2933,3,III,METHYL-2CHLORPROPIONAT
2934,3,III,ISOPROPYL-2CHLORPROPIONAT
2935,3,III,ETHYL-2-CHLORPROPIONAT
2936,6.1,II,THIOMILCHSÄURE
2937,6.1,III,"alphaMETHYLBENZYLALKOHOL, FLÜSSIG"
2940,4.2,II,9-PHOSPHABICYCLONONANE (CYCLOOCTADIENPHOSPHINE)
2941,6.1,III,FLUORANILINE
2942,6.1,III,2-TRIFLUORMETHYLANILIN
2943,3,III,TETRAHYDROFURFURYLAMIN
2945,3,II,N-METHYLBUTYLAMIN
2946,6.1,III,2-AMINO-5DIETHYLAMINOPENTAN
2947,3,III,ISOPROPYLCHLORACETAT
2948,6.1,II,3-TRIFLUORMETHYLANILIN
2949,8,II,"NATRIUMHYDROGENSULFID, HYDRATISIERT mit mindestens 25 % Kristallwasser"
2950,4.3,III,"MAGNESIUM-GRANULATE, ÜBERZOGEN, mit einer Teilchengrösse von mindestens 149 μm"
2956,4.1,III,"5-tert-BUTYL-2,4,6-TRINITROm-XYLEN (XYLENMOSCHUS)"
2965,4.3,I,BORTRIFLUORIDDIMETHYLETHERAT
2966,6.1,II,THIOGLYCOL
2967,8,III,SULFAMINSÄURE
2968,4.3,III,"MANEB, STABILISIERT oder MANEBZUBEREITUNGEN, STABILISIERT gegen Selbsterhitzung"
2969,9,II,RIZINUSSAAT oder RIZINUSMEHL oder RIZINUSSAATKUCHEN oder RIZINUSFLOCKEN
2977,7,,"RADIOAKTIVE STOFFE, URANHEXAFLUORID, SPALTBAR"
2978,7,,"RADIOAKTIVE STOFFE, URANHEXAFLUORID, nicht spaltbar oder spaltbar, freigestellt"
2983,3,I,"ETHYLENOXID UND PROPYLENOXID, MISCHUNG mit höchstens 30 % Ethylenoxid"
2984,5.1,III,"WASSERSTOFFPEROXID, WÄSSERIGE LÖSUNG mit mindestens 8 %, aber weniger als 20 % Wasserstoffperoxid (Stabilisierung nach Bedarf)"
2985,3,II,"CHLORSILANE, ENTZÜNDBAR, ÄTZEND, N.A.G."
2986,8,II,"CHLORSILANE, ÄTZEND, ENTZÜNDBAR, N.A.G."
2987,8,II,"CHLORSILANE, ÄTZEND, N.A.G."
2988,4.3,I,"CHLORSILANE, MIT WASSER REAGIEREND, ENTZÜNDBAR, ÄTZEND, N.A.G."
2989,4.1,II,"BLEIPHOSPHIT, ZWEIBASIG"
2989,4.1,III,"BLEIPHOSPHIT, ZWEIBASIG"
2990,9,,"RETTUNGSMITTEL, SELBSTAUFBLASEND"
2991,6.1,I,"CARBAMAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2991,6.1,II,"CARBAMAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2991,6.1,III,"CARBAMAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2992,6.1,I,"CARBAMAT-PESTIZID, FLÜSSIG, GIFTIG"
2992,6.1,II,"CARBAMAT-PESTIZID, FLÜSSIG, GIFTIG"
2992,6.1,III,"CARBAMAT-PESTIZID, FLÜSSIG, GIFTIG"
2993,6.1,I,"ARSENHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2993,6.1,II,"ARSENHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2993,6.1,III,"ARSENHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2994,6.1,I,"ARSENHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
2994,6.1,II,"ARSENHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
2994,6.1,III,"ARSENHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
2995,6.1,I,"ORGANOCHLOR-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2995,6.1,II,"ORGANOCHLOR-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2995,6.1,III,"ORGANOCHLOR-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2996,6.1,I,"ORGANOCHLOR-PESTIZID, FLÜSSIG, GIFTIG"
2996,6.1,II,"ORGANOCHLOR-PESTIZID, FLÜSSIG, GIFTIG"
2996,6.1,III,"ORGANOCHLOR-PESTIZID, FLÜSSIG, GIFTIG"
2997,6.1,I,"TRIAZIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2997,6.1,II,"TRIAZIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2997,6.1,III,"TRIAZIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
2998,6.1,I,"TRIAZIN-PESTIZID, FLÜSSIG, GIFTIG"
2998,6.1,II,"TRIAZIN-PESTIZID, FLÜSSIG, GIFTIG"
2998,6.1,III,"TRIAZIN-PESTIZID, FLÜSSIG, GIFTIG"
3005,6.1,I,"THIOCARBAMAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3005,6.1,II,"THIOCARBAMAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3005,6.1,III,"THIOCARBAMAT-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3006,6.1,I,"THIOCARBAMAT-PESTIZID, FLÜSSIG, GIFTIG"
3006,6.1,II,"THIOCARBAMAT-PESTIZID, FLÜSSIG, GIFTIG"
3006,6.1,III,"THIOCARBAMAT-PESTIZID, FLÜSSIG, GIFTIG"
3009,6.1,I,"KUPFERHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3009,6.1,II,"KUPFERHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3009,6.1,III,"KUPFERHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3010,6.1,I,"KUPFERHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
3010,6.1,II,"KUPFERHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
3010,6.1,III,"KUPFERHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
3011,6.1,I,"QUECKSILBERHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3011,6.1,II,"QUECKSILBERHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3011,6.1,III,"QUECKSILBERHALTIGES PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3012,6.1,I,"QUECKSILBERHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
3012,6.1,II,"QUECKSILBERHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
3012,6.1,III,"QUECKSILBERHALTIGES PESTIZID, FLÜSSIG, GIFTIG"
3013,6.1,I,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3013,6.1,II,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3013,6.1,III,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3014,6.1,I,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, GIFTIG"
3014,6.1,II,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, GIFTIG"
3014,6.1,III,"SUBSTITUIERTES NITROPHENOL-PESTIZID, FLÜSSIG, GIFTIG"
3015,6.1,I,"BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3015,6.1,II,"BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3015,6.1,III,"BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3016,6.1,I,"BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG"
3016,6.1,II,"BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG"
3016,6.1,III,"BIPYRIDILIUM-PESTIZID, FLÜSSIG, GIFTIG"
3017,6.1,I,"ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3017,6.1,II,"ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3017,6.1,III,"ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3018,6.1,I,"ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG"
3018,6.1,II,"ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG"
3018,6.1,III,"ORGANOPHOSPHORPESTIZID, FLÜSSIG, GIFTIG"
3019,6.1,I,"ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3019,6.1,II,"ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3019,6.1,III,"ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3020,6.1,I,"ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG"
3020,6.1,II,"ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG"
3020,6.1,III,"ORGANOZINN-PESTIZID, FLÜSSIG, GIFTIG"
3021,3,I,"PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, N.A.G., Flammpunkt unter 23 °C"
3021,3,II,"PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, N.A.G., Flammpunkt unter 23 °C"
3022,3,II,"1,2-BUTYLENOXID, STABILISIERT"
3023,6.1,I,2-METHYL-2-HEPTANTHIOL
3024,3,I,"CUMARIN-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
3024,3,II,"CUMARIN-PESTIZID, FLÜSSIG, ENTZÜNDBAR, GIFTIG, Flammpunkt unter 23 °C"
3025,6.1,I,"CUMARIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3025,6.1,II,"CUMARIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3025,6.1,III,"CUMARIN-PESTIZID, FLÜSSIG, GIFTIG, ENTZÜNDBAR, mit einem Flammpunkt von 23 °C oder darüber"
3026,6.1,I,"CUMARIN-PESTIZID, FLÜSSIG, GIFTIG"
3026,6.1,II,"CUMARIN-PESTIZID, FLÜSSIG, GIFTIG"
3026,6.1,III,"CUMARIN-PESTIZID, FLÜSSIG, GIFTIG"
3027,6.1,I,"CUMARIN-PESTIZID, FEST, GIFTIG"
3027,6.1,II,"CUMARIN-PESTIZID, FEST, GIFTIG"
3027,6.1,III,"CUMARIN-PESTIZID, FEST, GIFTIG"
3028,8,,"BATTERIEN (AKKUMULATOREN), TROCKEN, KALIUMHYDROXID, FEST, ENTHALTEND, elektrische Sammler"
3048,6.1,I,ALUMINIUMPHOSPHIDPESTIZID
3054,3,III,CYCLOHEXYLMERCAPTAN
3055,8,III,2-(2-AMINOETHOXY)ETHANOL
3056,3,III,n-HEPTALDEHYD
3057,2,,TRIFLUORACETYLCHLORID
3064,3,II,"NITROGLYCERIN, LÖSUNG IN ALKOHOL mit mehr als 1 %, aber höchstens 5 % Nitroglycerin"
3065,3,II,ALKOHOLISCHE GETRÄNKE mit mehr als 70 Vol.-% Alkohol
3065,3,III,ALKOHOLISCHE GETRÄNKE mit mehr als 24 Vol.-% und höchstens 70 Vol.-% Alkohol
3066,8,II,"FARBE (einschliesslich Farbe, Lack, Emaille, Beize, Schellack, Firnis, Politur, flüssiger Füllstoff und flüssige Lackgrundlage) oder FARBZUBEHÖRSTOFFE (einschliesslich Farbverdünnung und -lösemittel)"
3066,8,III,"FARBE (einschliesslich Farbe, Lack, Emaille, Beize, Schellack, Firnis, Politur, flüssiger Füllstoff und flüssige Lackgrundlage) oder FARBZUBEHÖRSTOFFE (einschliesslich Farbverdünnung und -lösemittel)"
3070,2,,"ETHYLENOXID UND DICHLORDIFLUORMETHAN, GEMISCH mit höchstens 12,5 % Ethylenoxid"
3071,6.1,II,"MERCAPTANE, FLÜSSIG, GIFTIG, ENTZÜNDBAR, N.A.G. oder MERCAPTANE, MISCHUNG, FLÜSSIG, GIFTIG, ENTZÜNDBAR, N.A.G."
3072,9,,"RETTUNGSMITTEL, NICHT SELBSTAUFBLASEND, gefährliche Güter als Ausrüstung enthaltend"
3073,6.1,II,"VINYLPYRIDINE, STABILISIERT"
3077,9,III,"UMWELTGEFÄHRDENDER STOFF, FEST, N.A.G."
3078,4.3,II,"CER, Späne oder Griess"
3079,6.1,I,"METHACRYLNITRIL, STABILISIERT"
3080,6.1,II,"ISOCYANATE, GIFTIG, ENTZÜNDBAR, N.A.G. oder ISOCYANAT, LÖSUNG, GIFTIG, ENTZÜNDBAR, N.A.G."
3082,9,III,"UMWELTGEFÄHRDENDER STOFF, FLÜSSIG, N.A.G."
3083,2,,PERCHLORYLFLUORID
3084,8,I,"ÄTZENDER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND,"
3084,8,II,"ÄTZENDER FESTER STOFF, ENTZÜNDEND (OXIDIEREND) WIRKEND,"
3085,5.1,I,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, ÄTZEND,"
3085,5.1,II,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, ÄTZEND,"
